12 13 37578 289 20
63 85 25.898934
89 66 27.439886
57 26 29.837520
63 41 45.005429
42 11 13.516098
72 60 23.995471
19 21 49.695636
67 52 39.614755
21 55 1.421611
12 47 13.464400
8 53 22.823753
52 75 9.537677
0 11 30.016166 26.204354
0 10 0.078030 113.745581
0 8 38.326466 85.349499
1 11 5.221760 57.409875
1 8 40.040943 93.442003
1 5 37.828632 21.394912
1 4 27.326404 113.087657
1 3 13.521403 48.016566
2 4 1.884036 36.318175
3 7 11.501693 14.269287
6 10 40.792894 53.683017
7 9 42.840020 62.414156
9 10 6.202758 9.343911
