14 16 49774 733 20
12 12 7.991135
25 65 40.566942
32 54 3.691157
42 97 39.674589
71 86 42.263631
83 71 29.395187
52 2 31.364680
63 71 39.000188
35 97 7.917721
54 84 4.041380
85 90 5.367107
20 37 45.265640
87 86 4.508080
18 36 23.808851
0 13 25.653471 35.982808
0 2 43.095910 61.201470
1 9 42.798049 68.632439
1 4 48.234159 67.535417
2 11 39.697516 27.010472
2 10 2.503195 102.941332
2 3 6.090457 86.116639
4 12 0.012377 17.948174
4 5 14.079178 31.634541
5 6 36.032579 137.035463
7 12 32.842950 30.426722
7 11 35.118448 71.732229
7 9 23.345487 22.718795
8 12 27.210245 94.778196
8 10 43.667907 69.280253
10 12 41.337067 4.563287
