14 16 22519 1017 20
12 12 42.454155
25 65 20.788972
32 54 9.420304
42 97 10.277683
71 86 47.373879
83 71 38.696049
52 2 19.454820
63 71 4.588898
35 97 45.252759
54 84 22.404094
85 90 4.678683
20 37 8.689828
87 86 18.526317
18 36 11.649260
0 13 15.865811 25.470302
0 2 10.190828 87.487952
1 9 6.053305 39.723650
1 4 42.458914 94.943568
2 11 17.482649 26.021960
2 10 40.102204 104.029840
2 3 36.687039 57.247918
4 12 10.526589 23.615032
4 5 16.251130 20.994529
5 6 14.066880 123.020527
7 12 28.689439 43.318283
7 11 45.983633 57.847039
7 9 48.015688 26.334923
8 12 37.957020 72.697152
8 10 36.914045 57.258534
10 12 8.184314 8.909057
