14 16 4088 1716 20
12 12 19.160981
25 65 42.647840
32 54 32.513113
42 97 13.133528
71 86 27.758002
83 71 19.848164
52 2 33.437682
63 71 45.228070
35 97 46.001755
54 84 1.237328
85 90 35.748455
20 37 18.371183
87 86 18.623142
18 36 48.611808
0 13 36.307466 41.063634
0 2 31.605481 56.683833
1 9 37.598889 54.315611
1 4 0.591991 71.816079
2 11 3.777147 22.301774
2 10 30.930761 111.860478
2 3 31.280798 65.680844
4 12 12.384279 21.801309
4 5 37.290072 33.947226
5 6 20.874214 83.256885
7 12 32.790121 28.541717
7 11 33.861282 99.464169
7 9 36.724133 24.671518
8 12 13.766646 90.461063
8 10 3.721752 55.632630
10 12 38.090266 5.579298
