13 17 34187 793 20
93 57 14.443150
41 71 17.679346
57 70 9.433382
91 58 38.898572
54 58 22.592453
38 57 25.346600
91 9 25.087639
79 51 8.423713
5 54 1.556329
16 79 11.818479
49 93 32.742446
37 14 43.577473
82 11 39.320913
0 12 11.857175 58.786718
0 5 33.748228 94.382294
0 3 48.628405 4.029068
0 2 48.207415 74.288252
0 1 16.569777 92.094586
1 10 8.244058 31.242018
1 3 27.174272 100.972643
3 7 45.667341 21.810066
3 6 2.720406 75.881240
4 9 45.109183 52.195847
4 7 49.009063 32.272124
5 7 37.500389 56.106646
6 12 26.125350 13.662757
7 10 35.915181 91.931383
8 9 32.634191 32.157123
9 10 21.014232 53.939610
11 12 11.038180 85.231002
