12 13 20288 1728 20
63 85 29.075289
89 66 33.910570
57 26 19.922975
63 41 26.593985
42 11 9.539908
72 60 15.524252
19 21 49.973705
67 52 5.550033
21 55 2.688094
12 47 4.125398
8 53 22.333567
52 75 18.717579
0 11 22.644782 24.382227
0 10 42.477804 69.082830
0 8 49.579580 83.976946
1 11 2.422792 39.262942
1 8 26.914713 127.176422
1 5 5.910714 32.134158
1 4 46.877603 142.654504
1 3 42.687271 37.352398
2 4 14.766183 22.970523
3 7 33.217331 23.328299
6 10 19.576531 66.780181
7 9 8.216661 66.063757
9 10 9.785020 12.273409
