14 16 14653 251 20
12 12 5.129254
25 65 0.183245
32 54 41.879324
42 97 48.155076
71 86 31.343511
83 71 16.853391
52 2 31.590951
63 71 41.211951
35 97 38.247429
54 84 33.609107
85 90 46.588805
20 37 26.654951
87 86 21.043752
18 36 22.299836
0 13 6.665359 34.402953
0 2 39.817863 47.422120
1 9 23.480793 42.373993
1 4 7.863067 86.447111
2 11 37.637966 37.801261
2 10 1.209076 97.640678
2 3 14.738405 82.532256
4 12 12.975324 31.888773
4 5 4.781670 24.827836
5 6 6.503599 95.551213
7 12 44.502080 29.964256
7 11 34.527697 80.425494
7 9 11.604419 27.105157
8 12 32.302836 72.430417
8 10 39.180556 89.120114
10 12 7.792217 4.883812
