13 17 7580 3780 20
93 57 13.103715
41 71 2.469868
57 70 40.893619
91 58 1.898864
54 58 31.715641
38 57 48.411080
91 9 39.583612
79 51 13.605055
5 54 25.678166
16 79 39.316679
49 93 38.470629
37 14 44.982393
82 11 22.850096
0 12 45.493984 75.232997
0 5 19.715426 61.386887
0 3 32.319691 3.289677
0 2 28.438578 50.782467
0 1 33.101528 100.319547
1 10 9.855558 39.283315
1 3 25.001571 78.509853
3 7 23.980072 17.055525
3 6 11.835579 77.179916
4 9 31.224884 75.617616
4 7 38.982651 27.378592
5 7 1.140278 52.160951
6 12 26.545580 14.486903
7 10 17.882942 79.298069
8 9 21.800837 35.515755
9 10 44.548844 65.049957
11 12 46.539299 60.699779
