14 16 3382 640 20
12 12 10.118395
25 65 45.062869
32 54 4.220692
42 97 49.670480
71 86 19.415657
83 71 14.406775
52 2 18.299494
63 71 49.982176
35 97 24.295312
54 84 11.394299
85 90 47.173679
20 37 19.132870
87 86 34.231489
18 36 28.846174
0 13 30.727519 26.766684
0 2 12.954822 72.266472
1 9 33.899411 41.640224
1 4 32.997973 95.087344
2 11 17.160253 36.437023
2 10 45.069048 126.535357
2 3 13.391452 66.421450
4 12 0.335690 18.053008
4 5 16.534044 35.771759
5 6 47.330863 144.326386
7 12 14.814216 37.474333
7 11 34.504017 67.686529
7 9 36.032950 20.490418
8 12 11.970071 101.941308
8 10 30.129806 55.703822
10 12 9.264774 8.122852
