14 16 9025 489 20
12 12 3.300443
25 65 49.042649
32 54 6.244628
42 97 18.960240
71 86 16.336085
83 71 9.952788
52 2 8.211573
63 71 2.059605
35 97 6.244686
54 84 9.929311
85 90 27.317587
20 37 35.291112
87 86 5.514139
18 36 41.266565
0 13 20.226917 33.333646
0 2 24.188971 75.376462
1 9 12.389513 50.022201
1 4 44.292438 77.688568
2 11 42.398720 37.462767
2 10 11.630562 73.742935
2 3 38.326714 59.428005
4 12 5.601358 24.536784
4 5 29.977894 28.676092
5 6 30.885513 82.669719
7 12 20.980093 56.002829
7 11 7.149706 99.591262
7 9 47.082987 23.097181
8 12 0.357285 71.305974
8 10 22.593156 83.177448
10 12 49.745737 8.195086
