13 17 36125 478 20
93 57 38.474603
41 71 11.065412
57 70 12.029502
91 58 9.104834
54 58 43.937744
38 57 3.089382
91 9 1.542608
79 51 4.979184
5 54 29.261165
16 79 21.467789
49 93 23.358625
37 14 30.156314
82 11 44.789282
0 12 23.544937 50.915034
0 5 7.370477 108.778195
0 3 27.477124 2.601089
0 2 4.596726 73.604318
0 1 18.364156 70.857580
1 10 4.116703 26.325373
1 3 38.465453 84.841287
3 7 46.450681 15.078258
3 6 41.121818 50.671692
4 9 12.771220 73.743319
4 7 44.030118 27.597771
5 7 6.240702 46.996645
6 12 11.688148 17.622740
7 10 17.040515 88.261784
8 9 15.658181 46.457651
9 10 38.871650 44.328127
11 12 10.719065 80.461014
