12 13 22942 616 20
63 85 4.834900
89 66 33.101038
57 26 36.377024
63 41 22.361008
42 11 12.327664
72 60 49.496638
19 21 8.658606
67 52 0.696841
21 55 26.647241
12 47 23.956774
8 53 15.934053
52 75 42.769861
0 11 20.375181 18.151839
0 10 47.185265 67.461913
0 8 34.922244 63.067497
1 11 46.975865 70.888071
1 8 39.026036 108.188164
1 5 42.830506 29.891700
1 4 30.871410 115.928287
1 3 39.735341 60.884282
2 4 30.290426 38.287307
3 7 45.078947 16.478154
6 10 6.768208 42.900615
7 9 25.719127 74.489865
9 10 26.098561 8.114631
