12 13 1891 2081 20
63 85 15.503184
89 66 46.790314
57 26 36.457630
63 41 20.505263
42 11 0.124242
72 60 26.323393
19 21 24.714385
67 52 32.440755
21 55 26.134904
12 47 43.101269
8 53 31.264456
52 75 38.303569
0 11 39.293878 29.604063
0 10 12.667789 110.463388
0 8 35.513485 54.438044
1 11 5.526696 71.823228
1 8 47.503441 81.651912
1 5 3.321681 31.185315
1 4 29.114650 125.158210
1 3 30.275199 51.976763
2 4 11.673852 27.821369
3 7 31.078779 19.810516
6 10 21.083960 39.566032
7 9 8.588407 56.976437
9 10 26.298427 14.048288
