13 17 45153 388 20
93 57 40.367783
41 71 12.690973
57 70 22.935898
91 58 13.586081
54 58 31.518660
38 57 13.474345
91 9 23.287707
79 51 10.226045
5 54 5.705229
16 79 29.720394
49 93 39.049690
37 14 37.946842
82 11 5.623282
0 12 4.647515 90.613457
0 5 8.651412 80.555985
0 3 3.418253 3.703678
0 2 19.386342 51.799473
0 1 15.393832 69.456466
1 10 31.139023 35.576745
1 3 47.720887 68.143762
3 7 33.227088 23.623108
3 6 26.596952 85.293888
4 9 49.725553 63.904762
4 7 37.180951 51.680462
5 7 13.007195 67.329840
6 12 41.470258 11.149870
7 10 40.189052 70.930395
8 9 6.659266 43.984828
9 10 26.312053 68.691497
11 12 19.045048 55.298581
