13 17 35780 290 20
93 57 35.392541
41 71 5.855657
57 70 0.875507
91 58 20.893092
54 58 47.905941
38 57 12.174765
91 9 4.219290
79 51 40.089084
5 54 7.791768
16 79 8.679925
49 93 9.320288
37 14 3.713079
82 11 39.958451
0 12 24.479956 55.493222
0 5 42.583351 83.026979
0 3 42.771483 2.907063
0 2 22.421117 39.642484
0 1 12.699592 93.904631
1 10 27.225910 28.267354
1 3 2.578493 87.319102
3 7 1.242829 21.926353
3 6 26.288541 71.856134
4 9 29.178242 75.228241
4 7 7.528462 40.065904
5 7 39.338812 63.882282
6 12 17.173268 11.385723
7 10 20.427678 100.265862
8 9 0.843659 41.785371
9 10 35.158269 43.293106
11 12 35.865200 67.941734
