14 16 28560 383 20
12 12 43.122530
25 65 6.711289
32 54 29.264434
42 97 46.141605
71 86 37.242638
83 71 23.476357
52 2 48.402605
63 71 43.003249
35 97 18.320004
54 84 25.381047
85 90 30.571686
20 37 38.334798
87 86 39.469583
18 36 23.435306
0 13 18.771530 39.853093
0 2 30.712990 66.452378
1 9 1.819698 41.118870
1 4 6.660641 87.934020
2 11 31.231989 28.385279
2 10 46.574651 106.686018
2 3 25.356690 83.319805
4 12 25.056714 21.075896
4 5 8.984705 25.818813
5 6 46.468119 123.705016
7 12 19.010640 31.203634
7 11 3.528915 76.684158
7 9 38.264480 19.610514
8 12 42.585575 83.882441
8 10 18.379545 77.346308
10 12 7.147568 5.905087
