12 13 37897 303 20
63 85 40.314783
89 66 20.199264
57 26 31.853132
63 41 3.924643
42 11 7.609081
72 60 39.470271
19 21 18.160907
67 52 21.416832
21 55 24.594033
12 47 20.557600
8 53 3.787945
52 75 33.298931
0 11 7.383019 21.560726
0 10 14.273904 93.913033
0 8 11.377447 100.034814
1 11 4.100755 45.003347
1 8 12.968175 91.067536
1 5 17.231292 32.404335
1 4 46.407104 92.359582
1 3 12.117328 65.522391
2 4 4.583493 42.330929
3 7 40.089740 13.733768
6 10 40.520883 50.609752
7 9 32.391838 103.842281
9 10 12.175291 11.536488
