14 16 43442 589 20
12 12 14.114432
25 65 24.247076
32 54 28.572136
42 97 24.592457
71 86 23.977824
83 71 39.402787
52 2 40.957862
63 71 42.066519
35 97 34.869517
54 84 18.478796
85 90 22.441620
20 37 14.080118
87 86 17.412519
18 36 6.443156
0 13 6.532316 41.306145
0 2 34.848120 67.943844
1 9 31.226327 59.662723
1 4 48.133052 68.451240
2 11 24.378721 28.428377
2 10 26.886490 85.431191
2 3 39.429872 64.229638
4 12 29.340162 20.026896
4 5 26.698481 27.357868
5 6 49.781821 81.070957
7 12 27.565063 29.032665
7 11 42.248800 97.778223
7 9 24.054125 22.019440
8 12 42.073202 64.554321
8 10 28.140116 88.993767
10 12 21.619340 8.811571
