13 17 4800 281 20
93 57 5.667619
41 71 21.920397
57 70 33.508687
91 58 22.722575
54 58 10.750087
38 57 14.164208
91 9 49.867997
79 51 30.135359
5 54 20.496158
16 79 39.697938
49 93 42.582118
37 14 35.943272
82 11 10.655908
0 12 6.461079 70.180629
0 5 5.735106 73.989684
0 3 36.433783 2.806361
0 2 18.756673 57.034355
0 1 5.055699 64.678717
1 10 7.691287 41.519066
1 3 15.252120 88.915219
3 7 34.663570 18.504110
3 6 14.543885 87.313447
4 9 11.015752 78.437438
4 7 13.053765 50.911856
5 7 12.216780 59.474789
6 12 1.901198 11.602200
7 10 2.619700 85.382831
8 9 18.656210 51.612457
9 10 18.674836 45.364684
11 12 30.538957 67.755629
