14 16 26788 602 20
12 12 44.866881
25 65 0.033947
32 54 20.118794
42 97 5.982311
71 86 21.468847
83 71 28.476727
52 2 2.110181
63 71 37.156027
35 97 43.044484
54 84 7.272894
85 90 36.989022
20 37 28.145731
87 86 33.180774
18 36 22.851681
0 13 3.771675 35.527708
0 2 48.468483 78.163789
1 9 38.004187 56.552529
1 4 18.972786 73.573861
2 11 24.081194 30.528643
2 10 40.801829 117.363040
2 3 0.368003 73.174317
4 12 5.349906 31.339663
4 5 42.803329 31.360954
5 6 1.748096 83.789015
7 12 26.852699 55.916512
7 11 0.895821 87.955094
7 9 23.269306 20.241337
8 12 0.997749 61.834192
8 10 41.349489 51.916460
10 12 23.221162 6.605294
