14 16 23500 462 20
12 12 16.291376
25 65 19.151347
32 54 28.031616
42 97 48.893707
71 86 44.230022
83 71 29.385766
52 2 38.978281
63 71 40.397738
35 97 46.022552
54 84 7.178837
85 90 22.995622
20 37 16.216477
87 86 39.249732
18 36 8.883554
0 13 27.661513 47.284948
0 2 18.613253 52.096071
1 9 33.042673 65.465026
1 4 0.683317 99.358019
2 11 9.072524 20.828976
2 10 49.418162 127.649607
2 3 28.552328 67.438376
4 12 22.866963 27.567028
4 5 2.438339 25.440985
5 6 44.251855 139.212482
7 12 36.248332 29.055933
7 11 40.310327 80.733166
7 9 19.660174 24.237616
8 12 49.641692 103.632403
8 10 36.738897 86.714158
10 12 31.445688 5.234657
