14 16 5489 1099 20
12 12 24.610886
25 65 43.913893
32 54 30.363727
42 97 39.587769
71 86 24.070831
83 71 2.928640
52 2 45.951992
63 71 42.661147
35 97 43.557565
54 84 46.662328
85 90 7.079511
20 37 30.673075
87 86 27.599671
18 36 47.084171
0 13 31.522450 37.723267
0 2 42.745537 59.060376
1 9 31.944721 37.074177
1 4 30.406898 54.698592
2 11 19.721389 25.612571
2 10 44.097603 99.988534
2 3 8.206815 55.835566
4 12 35.779666 27.161062
4 5 9.489203 28.554805
5 6 4.688914 120.566636
7 12 3.764390 56.081417
7 11 45.028964 63.169444
7 9 1.175119 30.492432
8 12 3.505047 97.469181
8 10 19.290964 82.646414
10 12 8.091829 4.524837
