13 17 40200 924 20
93 57 25.808901
41 71 30.626152
57 70 20.789641
91 58 23.781673
54 58 14.508768
38 57 37.376909
91 9 29.200732
79 51 5.181165
5 54 31.186549
16 79 9.520623
49 93 12.988827
37 14 39.739319
82 11 8.882915
0 12 9.359193 83.518202
0 5 40.705499 100.997017
0 3 38.373321 2.515919
0 2 4.887055 66.691533
0 1 33.914198 73.520735
1 10 27.970654 34.802288
1 3 22.985546 69.305503
3 7 8.654487 23.240113
3 6 3.982239 53.349480
4 9 35.064396 73.342240
4 7 8.245061 38.823818
5 7 12.148789 82.519664
6 12 4.754329 16.124208
7 10 46.966416 96.348112
8 9 33.074657 37.005377
9 10 6.034505 40.040504
11 12 47.664801 83.375128
