14 16 17921 961 20
12 12 21.791049
25 65 18.617986
32 54 43.627412
42 97 46.070648
71 86 11.165833
83 71 41.197478
52 2 12.777744
63 71 18.233811
35 97 18.906597
54 84 20.098911
85 90 24.246408
20 37 36.886806
87 86 13.601826
18 36 25.363029
0 13 36.913743 42.129222
0 2 19.678456 85.942717
1 9 46.376707 45.795624
1 4 27.372387 57.675171
2 11 23.390215 34.572302
2 10 27.127528 93.974893
2 3 49.165538 69.468975
4 12 43.178865 21.155031
4 5 37.900520 26.324795
5 6 12.148118 93.491100
7 12 22.962684 47.530945
7 11 46.748912 58.485850
7 9 22.252193 28.838864
8 12 15.442903 71.060210
8 10 30.449649 59.715749
10 12 44.287641 8.121930
