13 17 3914 266 20
93 57 7.013387
41 71 40.773542
57 70 12.329285
91 58 33.813026
54 58 12.260277
38 57 11.299043
91 9 37.943428
79 51 14.787930
5 54 15.481114
16 79 33.848637
49 93 42.346129
37 14 46.974970
82 11 24.030741
0 12 29.532092 64.099611
0 5 19.152837 98.129358
0 3 49.485471 2.808405
0 2 23.241708 44.493364
0 1 32.423020 90.809111
1 10 3.128777 37.492657
1 3 19.813121 76.547730
3 7 17.694878 16.159750
3 6 7.052712 67.828432
4 9 9.986228 64.871558
4 7 8.521291 36.025228
5 7 30.681040 59.873134
6 12 37.034436 17.787215
7 10 30.313357 99.266176
8 9 43.137124 43.362428
9 10 47.143530 38.961345
11 12 43.552605 65.547472
