13 17 2314 265 20
93 57 3.276363
41 71 41.885019
57 70 1.811284
91 58 0.950708
54 58 20.646356
38 57 40.087864
91 9 1.438147
79 51 44.156190
5 54 25.785943
16 79 7.519303
49 93 2.579760
37 14 6.568108
82 11 7.462301
0 12 26.358570 90.600800
0 5 20.152403 87.624373
0 3 45.620946 2.890934
0 2 3.143513 59.644041
0 1 23.128525 57.063193
1 10 14.435022 25.292390
1 3 43.045529 66.491567
3 7 30.231955 21.136333
3 6 25.055373 92.566499
4 9 36.340631 72.512922
4 7 34.459025 39.911490
5 7 16.954521 47.227052
6 12 1.143177 15.838656
7 10 43.416476 95.734037
8 9 49.308572 29.346692
9 10 49.501661 36.476925
11 12 30.537297 68.251594
