13 17 44571 1921 20
93 57 19.304282
41 71 10.359849
57 70 19.082016
91 58 34.123496
54 58 11.744386
38 57 37.084751
91 9 39.204542
79 51 16.421210
5 54 25.574361
16 79 23.342485
49 93 2.145946
37 14 43.026760
82 11 17.755868
0 12 37.896582 69.025531
0 5 1.252319 99.965276
0 3 48.444683 3.219713
0 2 7.114361 50.188369
0 1 47.449243 68.448869
1 10 16.931418 24.928623
1 3 12.275542 56.066485
3 7 48.745840 26.576382
3 6 1.031398 77.107868
4 9 39.041347 59.090080
4 7 2.173618 36.405002
5 7 7.198165 42.087862
6 12 17.206943 16.849300
7 10 14.720645 85.444342
8 9 25.799286 37.884710
9 10 42.323297 59.130541
11 12 23.354036 57.453531
