13 17 26692 414 20
93 57 39.918206
41 71 20.999766
57 70 14.816550
91 58 23.143879
54 58 12.203660
38 57 0.977434
91 9 25.384739
79 51 6.859370
5 54 25.809369
16 79 35.360594
49 93 40.450104
37 14 7.657757
82 11 30.054464
0 12 29.998512 71.266399
0 5 11.629273 58.438100
0 3 36.709387 2.252895
0 2 39.893534 56.664621
0 1 11.710324 69.278708
1 10 38.025655 24.291395
1 3 39.269092 76.396088
3 7 12.513010 20.683854
3 6 14.616386 66.180305
4 9 38.530690 45.527689
4 7 25.575095 41.243979
5 7 30.410370 42.045279
6 12 7.593720 9.396529
7 10 36.320428 58.034458
8 9 13.877496 53.557420
9 10 23.383167 47.586678
11 12 19.500438 84.675950
