12 13 42116 357 20
63 85 2.924609
89 66 15.437969
57 26 32.810884
63 41 14.597743
42 11 25.419103
72 60 30.697773
19 21 3.520841
67 52 35.980135
21 55 45.330237
12 47 33.730561
8 53 31.659637
52 75 38.227211
0 11 49.245087 16.005728
0 10 24.725722 70.761849
0 8 38.995489 98.119149
1 11 41.587116 73.007761
1 8 35.706602 127.749473
1 5 6.587962 22.995682
1 4 9.772362 143.237378
1 3 11.528223 69.292520
2 4 38.220344 21.783129
3 7 4.267936 12.844572
6 10 37.680176 36.313637
7 9 29.077416 76.064628
9 10 22.386520 9.861608
