12 13 5428 383 20
63 85 23.584322
89 66 11.868994
57 26 5.270030
63 41 1.145699
42 11 3.388932
72 60 25.603978
19 21 42.345813
67 52 28.303434
21 55 31.146713
12 47 8.785164
8 53 8.319559
52 75 41.387339
0 11 18.064011 26.293133
0 10 45.828048 120.068172
0 8 30.227006 99.601080
1 11 8.455049 57.564808
1 8 26.391266 100.550517
1 5 18.022200 25.574659
1 4 44.838054 75.339644
1 3 11.133736 39.672342
2 4 20.683994 23.035816
3 7 27.880262 12.396720
6 10 8.226193 55.868310
7 9 35.941920 87.287027
9 10 21.371774 12.090159
