13 17 295 1340 20
93 57 46.287755
41 71 26.217564
57 70 49.796361
91 58 15.508544
54 58 45.592606
38 57 16.405819
91 9 2.076952
79 51 20.260774
5 54 44.899147
16 79 48.536713
49 93 33.235304
37 14 21.074831
82 11 42.154291
0 12 49.884344 61.436803
0 5 18.103657 70.769612
0 3 41.019508 2.660281
0 2 13.751609 62.067118
0 1 38.400552 97.775663
1 10 38.785342 24.678817
1 3 22.802876 84.375915
3 7 39.306626 22.635969
3 6 43.144198 70.846716
4 9 48.510132 74.324318
4 7 1.102925 48.257545
5 7 9.346378 77.986136
6 12 14.363513 9.805885
7 10 1.716590 55.996518
8 9 25.320357 53.314330
9 10 12.546792 67.299595
11 12 8.206892 67.834474
