12 13 7600 1190 20
63 85 40.854227
89 66 28.858991
57 26 30.602669
63 41 19.292805
42 11 22.003352
72 60 13.704197
19 21 3.197808
67 52 31.858910
21 55 39.687801
12 47 28.199379
8 53 43.243087
52 75 13.667873
0 11 5.078666 16.933759
0 10 38.179279 64.588342
0 8 39.734311 59.673846
1 11 8.948142 38.931683
1 8 27.665384 94.096281
1 5 36.183516 30.923582
1 4 7.567423 134.103571
1 3 37.230437 55.486645
2 4 23.455854 31.761360
3 7 15.716471 12.054602
6 10 32.097376 35.404435
7 9 24.318196 93.895814
9 10 38.207084 13.816699
