12 13 40444 1213 20
63 85 4.779380
89 66 11.403123
57 26 33.294152
63 41 41.165353
42 11 10.298697
72 60 41.138801
19 21 23.913142
67 52 29.225391
21 55 19.930034
12 47 26.228148
8 53 20.661902
52 75 46.895708
0 11 27.060847 17.104643
0 10 0.894055 71.370204
0 8 31.682000 88.366279
1 11 45.940918 45.714750
1 8 15.104624 125.539438
1 5 27.491125 27.486020
1 4 9.881950 101.931501
1 3 40.549054 41.999946
2 4 28.681786 33.686603
3 7 34.179464 12.731311
6 10 37.679618 60.965590
7 9 0.383606 83.221071
9 10 49.257960 11.367354
