12 13 31341 346 20
63 85 0.966910
89 66 16.400291
57 26 19.461689
63 41 1.796040
42 11 32.780767
72 60 44.356885
19 21 8.365559
67 52 28.633953
21 55 37.253584
12 47 22.277389
8 53 34.599606
52 75 26.047277
0 11 30.272700 27.312880
0 10 24.432091 66.174899
0 8 28.046257 56.361951
1 11 15.025157 42.597423
1 8 14.427371 79.106363
1 5 49.975348 25.797772
1 4 14.738127 137.460540
1 3 44.455232 51.368790
2 4 31.898406 23.161548
3 7 5.559201 20.695344
6 10 7.867817 66.524329
7 9 31.079464 63.350935
9 10 15.720801 7.531954
