14 16 22615 2177 20
12 12 31.221174
25 65 16.344642
32 54 45.702670
42 97 46.105316
71 86 14.728864
83 71 35.593151
52 2 29.377185
63 71 1.070106
35 97 32.189148
54 84 49.563099
85 90 37.017628
20 37 36.969459
87 86 22.528868
18 36 16.606451
0 13 5.562923 29.748163
0 2 45.534880 89.213668
1 9 37.394694 63.185270
1 4 10.396800 61.369890
2 11 20.403444 33.802864
2 10 1.172068 64.157193
2 3 14.783845 75.250048
4 12 36.464515 20.317675
4 5 44.713907 26.359763
5 6 14.314393 79.893815
7 12 17.538021 51.407210
7 11 20.196408 109.534395
7 9 32.096692 21.695795
8 12 5.625755 74.155374
8 10 42.288376 69.739714
10 12 29.191061 6.460645
