13 17 5142 1012 20
93 57 8.054681
41 71 41.627095
57 70 17.162238
91 58 14.389906
54 58 8.211017
38 57 6.615123
91 9 1.108927
79 51 28.990896
5 54 21.380183
16 79 11.680801
49 93 44.939990
37 14 38.148154
82 11 44.647743
0 12 17.682173 47.893767
0 5 32.953431 73.843053
0 3 45.790080 2.240957
0 2 2.840709 76.043062
0 1 10.498591 65.821434
1 10 18.919816 38.292980
1 3 38.324123 98.974470
3 7 42.136745 23.680069
3 6 3.312707 55.162318
4 9 47.915175 43.582808
4 7 14.581333 36.592720
5 7 27.090068 46.513682
6 12 35.117087 12.112685
7 10 27.371060 101.648775
8 9 36.618405 43.731980
9 10 30.688019 51.633012
11 12 39.148851 48.979001
