14 16 11555 944 20
12 12 23.435023
25 65 20.957188
32 54 11.678247
42 97 39.703942
71 86 36.404842
83 71 4.330639
52 2 42.127009
63 71 8.673264
35 97 4.562858
54 84 22.588195
85 90 13.738556
20 37 48.216412
87 86 18.471998
18 36 45.949447
0 13 14.788492 27.950045
0 2 21.073885 90.174031
1 9 40.532800 50.351628
1 4 14.448817 55.042962
2 11 45.162173 31.221187
2 10 39.397985 108.948645
2 3 36.908194 55.158732
4 12 34.262710 31.699106
4 5 22.494731 21.784506
5 6 18.381053 83.540971
7 12 41.624739 35.206866
7 11 4.325682 79.718016
7 9 27.274550 15.905625
8 12 14.036559 81.760573
8 10 45.385876 76.227183
10 12 31.981643 5.365312
