13 17 12864 1874 20
93 57 32.504443
41 71 1.220747
57 70 31.088037
91 58 26.641638
54 58 25.367863
38 57 23.157377
91 9 25.150689
79 51 19.739651
5 54 48.926910
16 79 10.265745
49 93 32.017368
37 14 30.729020
82 11 15.094022
0 12 41.679022 76.462481
0 5 5.152053 98.841257
0 3 7.926392 2.649332
0 2 40.127937 48.472072
0 1 36.921768 99.686013
1 10 47.235082 38.616798
1 3 8.038054 61.824794
3 7 43.272088 17.787440
3 6 19.751234 61.850501
4 9 14.333503 65.799167
4 7 2.418169 26.397285
5 7 23.996648 74.338569
6 12 9.441017 14.302991
7 10 37.834603 75.277460
8 9 3.652578 49.960058
9 10 22.290771 37.946539
11 12 42.784313 85.988892
