14 16 22461 259 20
12 12 14.006029
25 65 22.471541
32 54 8.044323
42 97 18.534391
71 86 36.571161
83 71 42.865855
52 2 4.217339
63 71 9.053455
35 97 49.664739
54 84 14.822667
85 90 14.938211
20 37 9.806907
87 86 26.646760
18 36 33.836480
0 13 35.017398 31.280935
0 2 45.679055 69.390972
1 9 26.764533 36.500465
1 4 9.064145 79.899669
2 11 37.814978 21.426833
2 10 30.630113 117.061015
2 3 43.772137 68.235197
4 12 6.880359 29.719925
4 5 6.880793 35.795878
5 6 1.217271 120.049748
7 12 15.923062 42.687925
7 11 29.632523 103.148750
7 9 43.747865 23.709656
8 12 39.914727 100.407244
8 10 21.101950 54.077061
10 12 16.777614 6.596508
