14 16 27760 1734 20
12 12 26.006323
25 65 22.950722
32 54 3.829115
42 97 20.898900
71 86 8.609300
83 71 17.245724
52 2 24.052561
63 71 27.386111
35 97 47.119924
54 84 39.782421
85 90 20.179531
20 37 39.187816
87 86 33.846285
18 36 4.949043
0 13 44.430186 33.929774
0 2 25.220768 84.436186
1 9 32.034699 64.954767
1 4 0.112274 66.547922
2 11 42.573054 36.528420
2 10 31.233605 127.550766
2 3 20.992061 68.440190
4 12 23.281705 22.282145
4 5 45.638027 29.927443
5 6 31.727137 145.587928
7 12 4.841728 37.662487
7 11 40.589488 108.509649
7 9 46.092785 26.002726
8 12 2.407369 85.436510
8 10 14.218193 86.112295
10 12 3.857091 5.130114
