13 17 38606 388 20
93 57 31.439459
41 71 37.974130
57 70 5.214587
91 58 39.136068
54 58 23.702773
38 57 44.069577
91 9 15.263471
79 51 19.388634
5 54 11.514607
16 79 17.195177
49 93 3.422234
37 14 36.292804
82 11 12.910140
0 12 13.171081 86.283138
0 5 8.594960 76.931288
0 3 44.198982 3.963118
0 2 17.128734 40.518755
0 1 8.724188 103.505219
1 10 3.403959 42.023920
1 3 15.422513 62.232398
3 7 16.291578 26.842103
3 6 38.157258 84.350163
4 9 24.045725 84.862961
4 7 36.867104 48.481482
5 7 37.441423 81.007501
6 12 17.137132 9.612403
7 10 19.325752 102.150234
8 9 35.248833 38.543760
9 10 11.773670 58.958031
11 12 2.173427 88.774544
