13 17 42418 729 20
93 57 40.628642
41 71 47.204759
57 70 11.071133
91 58 26.233951
54 58 1.670708
38 57 8.013003
91 9 46.929877
79 51 49.462408
5 54 33.102261
16 79 42.880412
49 93 41.491575
37 14 2.793543
82 11 44.839221
0 12 49.326068 67.343492
0 5 16.424736 88.331034
0 3 30.995801 4.359992
0 2 46.276435 53.279289
0 1 21.462506 101.943528
1 10 15.624884 41.280939
1 3 46.877498 76.408376
3 7 18.110448 24.425642
3 6 14.275882 77.129093
4 9 25.907915 51.005016
4 7 34.973041 39.122446
5 7 33.360018 64.292041
6 12 27.041032 15.102152
7 10 24.783330 68.607618
8 9 19.255822 37.436622
9 10 39.724844 49.915048
11 12 49.923491 61.860713
