14 16 16147 2664 20
12 12 22.771263
25 65 28.062046
32 54 19.624201
42 97 48.578498
71 86 29.443462
83 71 16.342236
52 2 5.416922
63 71 46.522938
35 97 1.384535
54 84 15.448269
85 90 32.010016
20 37 46.952495
87 86 39.607897
18 36 47.825447
0 13 36.550491 45.783609
0 2 33.259224 57.392973
1 9 37.995584 53.756455
1 4 35.434428 69.915967
2 11 48.712221 30.975723
2 10 20.530452 76.843164
2 3 6.172542 59.553514
4 12 46.053059 30.289250
4 5 17.425169 22.348391
5 6 27.794740 112.127116
7 12 3.558567 37.360641
7 11 21.420589 103.207789
7 9 45.521511 15.837163
8 12 32.091521 92.342863
8 10 26.476756 93.375853
10 12 35.008641 7.147991
