13 17 1864 1519 20
93 57 36.326717
41 71 6.630580
57 70 5.412484
91 58 0.219153
54 58 18.542180
38 57 39.349006
91 9 25.039704
79 51 21.554191
5 54 28.174895
16 79 20.299717
49 93 35.800917
37 14 11.656340
82 11 24.675459
0 12 43.838798 51.818598
0 5 10.575212 77.982676
0 3 7.167558 3.534876
0 2 5.002079 62.853047
0 1 39.865763 57.442398
1 10 32.316513 25.380060
1 3 18.386884 103.129976
3 7 12.168665 27.458055
3 6 8.029422 55.338611
4 9 13.098550 85.526665
4 7 48.714535 32.940953
5 7 2.790912 67.658447
6 12 3.194921 13.599610
7 10 44.053956 83.579305
8 9 42.622147 48.614868
9 10 43.775920 49.274725
11 12 39.622756 77.987581
