12 13 33558 324 20
63 85 23.642945
89 66 18.042082
57 26 19.058041
63 41 43.226809
42 11 40.290695
72 60 25.174048
19 21 21.665257
67 52 31.433725
21 55 18.662060
12 47 13.870722
8 53 15.789935
52 75 4.292700
0 11 41.343569 22.728567
0 10 39.479472 95.700814
0 8 41.798352 93.357077
1 11 8.677985 59.100399
1 8 18.996023 115.799173
1 5 20.192160 18.700954
1 4 28.046789 94.318355
1 3 43.298471 42.402950
2 4 43.868121 21.226145
3 7 23.673448 20.738273
6 10 7.647552 41.898161
7 9 2.200897 73.893749
9 10 38.565514 11.944701
