12 13 1571 847 20
63 85 46.349326
89 66 49.364986
57 26 6.592567
63 41 22.618317
42 11 27.800139
72 60 34.743814
19 21 24.084911
67 52 28.075512
21 55 43.402817
12 47 44.574379
8 53 8.923518
52 75 15.760411
0 11 38.030329 21.288455
0 10 30.395715 114.402717
0 8 11.319504 95.957940
1 11 10.902795 54.767800
1 8 4.173220 102.708758
1 5 10.342046 27.888997
1 4 16.155372 139.943273
1 3 3.890912 36.741153
2 4 2.960712 28.176495
3 7 12.761961 17.891579
6 10 33.021606 35.411781
7 9 30.125837 94.305600
9 10 9.465189 9.773268
