12 13 43763 288 20
63 85 31.378626
89 66 35.050484
57 26 3.679489
63 41 48.122204
42 11 12.139488
72 60 1.289395
19 21 2.803643
67 52 49.878928
21 55 26.351096
12 47 12.758316
8 53 7.430768
52 75 2.155456
0 11 38.643227 17.742099
0 10 13.012459 125.459291
0 8 2.224555 57.214933
1 11 19.968731 75.370045
1 8 18.953208 122.369634
1 5 21.995913 23.836189
1 4 12.402065 83.131180
1 3 11.171673 39.410476
2 4 44.436833 26.566043
3 7 43.995389 13.736661
6 10 12.359594 53.793596
7 9 41.626804 101.747207
9 10 44.921236 9.179588
