13 17 25862 315 20
93 57 45.305845
41 71 42.963938
57 70 13.503216
91 58 37.340794
54 58 34.403882
38 57 41.615985
91 9 32.802865
79 51 9.522647
5 54 27.857271
16 79 20.108633
49 93 43.452882
37 14 43.530993
82 11 45.537974
0 12 16.286007 63.424978
0 5 36.175387 56.765658
0 3 36.506665 3.082149
0 2 32.560021 68.194651
0 1 23.842119 94.993027
1 10 44.864699 45.631151
1 3 11.521814 99.710485
3 7 33.419942 27.708131
3 6 45.513538 66.232286
4 9 10.547903 68.360099
4 7 16.066581 30.643281
5 7 0.632738 78.689770
6 12 4.474432 18.230625
7 10 18.978079 81.023591
8 9 22.021002 53.493776
9 10 14.977091 46.254006
11 12 16.121196 79.652726
