12 13 26848 1420 20
63 85 14.192569
89 66 1.920062
57 26 42.448517
63 41 29.280148
42 11 19.710977
72 60 26.356142
19 21 11.148142
67 52 24.775171
21 55 42.863532
12 47 23.371680
8 53 13.106511
52 75 22.606318
0 11 19.498702 25.102860
0 10 41.661263 80.162900
0 8 31.539543 88.893760
1 11 25.130232 55.341058
1 8 46.120366 115.017841
1 5 42.108911 35.059922
1 4 42.586992 82.036856
1 3 23.884527 60.116265
2 4 15.989744 21.270902
3 7 14.328565 19.754087
6 10 26.833793 45.958435
7 9 37.620783 103.394203
9 10 4.756856 7.671162
