13 17 6217 285 20
93 57 37.141634
41 71 31.495416
57 70 36.399643
91 58 47.053002
54 58 33.691139
38 57 38.578209
91 9 4.386418
79 51 36.202586
5 54 3.654844
16 79 13.326953
49 93 43.498082
37 14 43.111601
82 11 2.021509
0 12 44.966903 89.823608
0 5 21.271205 96.076921
0 3 28.108369 2.456626
0 2 38.370194 58.014433
0 1 49.251619 95.676976
1 10 40.694642 45.655003
1 3 28.529805 60.307485
3 7 27.206298 24.010684
3 6 34.116472 93.539261
4 9 26.943641 55.875352
4 7 11.400935 36.614096
5 7 9.094324 50.250103
6 12 46.837366 12.130588
7 10 29.114306 64.774650
8 9 5.860768 49.346643
9 10 35.292563 58.169343
11 12 18.478470 45.846447
