14 16 33627 711 20
12 12 30.144053
25 65 19.797845
32 54 35.799326
42 97 23.442524
71 86 19.828348
83 71 29.667447
52 2 12.032035
63 71 43.501796
35 97 41.577649
54 84 19.679587
85 90 10.402053
20 37 43.778546
87 86 2.501188
18 36 48.967567
0 13 3.984848 38.301920
0 2 26.837724 47.824879
1 9 30.284482 41.438269
1 4 40.736515 68.372213
2 11 48.811807 41.053237
2 10 44.607409 81.382284
2 3 20.337631 78.313876
4 12 30.446805 19.061187
4 5 39.710261 37.403434
5 6 33.156575 76.014028
7 12 20.072998 35.746931
7 11 25.184820 68.877594
7 9 4.401671 20.104115
8 12 23.976847 100.842248
8 10 47.365595 99.137714
10 12 25.593384 6.524347
