12 13 35750 850 20
63 85 22.717871
89 66 3.245432
57 26 23.450921
63 41 47.237655
42 11 13.054025
72 60 33.871609
19 21 13.123631
67 52 34.578921
21 55 41.121676
12 47 44.780741
8 53 4.268314
52 75 35.309637
0 11 8.652892 18.175244
0 10 9.935421 112.007259
0 8 43.425027 59.622825
1 11 44.251905 46.948458
1 8 10.758275 135.540786
1 5 5.005499 19.824099
1 4 2.842321 83.737599
1 3 46.628917 70.832128
2 4 5.186982 28.563876
3 7 40.043572 16.173683
6 10 42.541473 39.544543
7 9 21.486438 96.405266
9 10 0.404858 11.020451
