13 17 24395 1389 20
93 57 18.606432
41 71 43.792553
57 70 48.043623
91 58 1.803860
54 58 5.229841
38 57 41.325399
91 9 41.158567
79 51 27.683939
5 54 0.538868
16 79 39.882190
49 93 37.705091
37 14 44.646676
82 11 17.093405
0 12 11.566952 86.605212
0 5 1.842693 100.660765
0 3 30.302149 3.573648
0 2 11.566287 41.058208
0 1 47.230292 80.478621
1 10 38.103052 46.230401
1 3 2.622785 56.711252
3 7 28.334665 23.606971
3 6 45.909438 97.204113
4 9 42.980424 84.177031
4 7 48.744957 48.783267
5 7 35.278460 81.390184
6 12 25.894205 16.577391
7 10 29.785713 88.587428
8 9 30.464003 34.741752
9 10 5.154079 69.456315
11 12 38.388904 83.011717
