12 13 27320 792 20
63 85 4.558834
89 66 10.344027
57 26 26.382846
63 41 6.990651
42 11 48.510826
72 60 10.401290
19 21 27.723719
67 52 37.609578
21 55 37.021406
12 47 39.832502
8 53 14.547926
52 75 3.698350
0 11 0.966420 18.882952
0 10 32.911182 118.274862
0 8 47.057164 100.060666
1 11 3.789151 53.663525
1 8 12.253979 86.257847
1 5 5.429458 25.370281
1 4 35.638972 88.732273
1 3 16.003741 49.847220
2 4 4.201837 21.842203
3 7 6.041400 21.125871
6 10 16.628092 43.681863
7 9 13.056689 69.621176
9 10 40.755770 11.109336
