14 16 30564 1241 20
12 12 2.800058
25 65 1.910315
32 54 36.545657
42 97 46.936309
71 86 41.756210
83 71 39.097530
52 2 12.602284
63 71 6.295831
35 97 14.225432
54 84 18.493161
85 90 27.305091
20 37 25.732310
87 86 47.657055
18 36 44.643870
0 13 18.687681 37.702316
0 2 12.428760 56.454533
1 9 5.825304 43.919614
1 4 15.898547 98.224044
2 11 11.880536 20.840533
2 10 20.230810 109.064668
2 3 40.571162 67.115589
4 12 33.376024 17.336609
4 5 6.976962 20.708357
5 6 40.447356 129.027831
7 12 27.042549 30.517007
7 11 16.515555 87.209641
7 9 43.770318 26.353910
8 12 10.643471 90.365504
8 10 32.665770 70.180448
10 12 45.703917 4.945050
