12 13 17100 876 20
63 85 3.741353
89 66 20.386207
57 26 1.904440
63 41 21.111946
42 11 6.014236
72 60 33.013915
19 21 19.797703
67 52 30.439498
21 55 28.479599
12 47 19.554366
8 53 46.905505
52 75 14.498192
0 11 19.871112 25.414976
0 10 48.602358 85.797070
0 8 2.139604 71.965256
1 11 8.867476 42.628013
1 8 48.490669 103.329174
1 5 44.329504 27.748124
1 4 43.055140 100.118116
1 3 16.296242 62.378454
2 4 12.093842 27.616828
3 7 18.834841 20.598260
6 10 39.895847 55.818948
7 9 38.494285 99.349474
9 10 9.744491 10.515195
