12 13 40613 996 20
63 85 27.573999
89 66 34.917778
57 26 37.205251
63 41 9.527324
42 11 45.996990
72 60 14.455060
19 21 15.472846
67 52 42.173613
21 55 34.768658
12 47 37.209426
8 53 46.121469
52 75 43.075423
0 11 49.442763 27.626726
0 10 3.173066 73.937531
0 8 39.625246 85.794292
1 11 16.453682 56.573422
1 8 24.906602 130.960335
1 5 42.691604 31.209511
1 4 30.273684 74.768606
1 3 45.782488 40.717816
2 4 1.801783 30.139016
3 7 48.612340 15.042073
6 10 1.461801 58.688067
7 9 32.716550 64.217358
9 10 23.612510 9.506665
