14 16 42687 318 20
12 12 46.006614
25 65 35.943547
32 54 11.138997
42 97 49.730767
71 86 5.800254
83 71 13.603425
52 2 42.026419
63 71 2.886367
35 97 38.450258
54 84 10.553856
85 90 25.750609
20 37 41.240316
87 86 11.128972
18 36 20.007929
0 13 16.034809 43.046968
0 2 41.795920 81.044639
1 9 9.407128 68.656431
1 4 16.284238 88.991072
2 11 0.951556 23.398902
2 10 8.125516 68.121371
2 3 29.430569 66.402356
4 12 10.414924 17.918794
4 5 2.002845 28.837006
5 6 36.198725 145.778615
7 12 2.158724 29.283235
7 11 43.760031 109.418846
7 9 38.252409 17.406786
8 12 30.795700 57.736453
8 10 15.442858 80.267973
10 12 16.496252 4.544015
