13 17 48147 1840 20
93 57 29.194955
41 71 16.346260
57 70 6.051176
91 58 0.153474
54 58 12.181971
38 57 28.608901
91 9 13.904034
79 51 5.174548
5 54 4.322099
16 79 8.282433
49 93 5.075552
37 14 10.067249
82 11 12.002301
0 12 18.559031 62.927041
0 5 47.154195 99.142316
0 3 36.417405 2.553636
0 2 14.453669 38.476136
0 1 32.410398 74.484637
1 10 32.880163 23.670932
1 3 19.174638 68.014940
3 7 29.021997 15.482042
3 6 11.720111 79.247601
4 9 47.211159 50.551627
4 7 8.370426 35.188899
5 7 46.380188 49.221105
6 12 14.567678 13.326752
7 10 30.556893 52.338908
8 9 10.769537 38.043312
9 10 36.166613 66.359197
11 12 32.688572 71.554192
