12 13 49296 592 20
63 85 15.084650
89 66 21.473367
57 26 31.705468
63 41 34.074121
42 11 5.943493
72 60 34.246750
19 21 28.557393
67 52 40.168888
21 55 43.627978
12 47 20.474955
8 53 44.869099
52 75 27.493232
0 11 1.771822 27.753225
0 10 32.117959 101.953339
0 8 26.351225 58.418639
1 11 15.101810 75.202559
1 8 1.777560 91.767647
1 5 46.475192 30.980732
1 4 34.096409 96.670444
1 3 21.832547 42.336217
2 4 41.969443 21.350893
3 7 15.409188 12.523886
6 10 35.204859 42.935364
7 9 19.386303 109.882906
9 10 28.040702 10.016454
