13 17 18970 256 20
93 57 11.235849
41 71 47.131089
57 70 2.687354
91 58 39.466115
54 58 1.331194
38 57 49.531192
91 9 29.466766
79 51 47.401855
5 54 35.901360
16 79 23.138349
49 93 3.696850
37 14 14.790798
82 11 44.529875
0 12 43.105370 79.425934
0 5 38.282203 80.778453
0 3 18.537323 2.750935
0 2 16.665646 47.834758
0 1 26.505568 97.173898
1 10 35.013579 40.115374
1 3 24.774350 103.263685
3 7 20.666259 26.669600
3 6 45.568330 52.858255
4 9 1.068084 71.118199
4 7 21.368223 51.017319
5 7 47.786877 43.425062
6 12 49.801133 9.373509
7 10 23.973339 86.389613
8 9 48.479036 29.223809
9 10 37.463186 49.112552
11 12 41.938171 82.608931
