14 16 4853 1936 20
12 12 32.140301
25 65 25.408197
32 54 19.092707
42 97 33.465324
71 86 2.404751
83 71 46.248165
52 2 21.467631
63 71 22.182380
35 97 28.739804
54 84 29.132316
85 90 18.785719
20 37 0.591759
87 86 20.577342
18 36 1.223242
0 13 3.853088 24.954492
0 2 22.637204 75.976266
1 9 18.784475 49.853912
1 4 38.486182 64.835105
2 11 19.412516 32.592470
2 10 10.164068 92.096319
2 3 39.503941 78.042421
4 12 47.906201 17.160947
4 5 35.768261 36.412446
5 6 13.870518 110.915744
7 12 25.719148 39.188900
7 11 40.701216 65.911575
7 9 38.858487 30.959182
8 12 16.687247 74.234062
8 10 40.410874 90.322605
10 12 39.886525 6.074099
