14 16 41312 903 20
12 12 41.515448
25 65 26.278592
32 54 29.541535
42 97 27.279265
71 86 27.656939
83 71 23.242583
52 2 9.553486
63 71 6.348420
35 97 40.392033
54 84 15.721822
85 90 38.657305
20 37 40.386258
87 86 36.478942
18 36 7.970417
0 13 46.735828 31.810908
0 2 12.828329 91.593842
1 9 42.006597 56.772702
1 4 8.756149 88.807667
2 11 17.336686 31.898539
2 10 22.595691 104.624331
2 3 36.125753 51.061761
4 12 12.702402 31.829688
4 5 40.983222 21.920725
5 6 36.598904 134.617393
7 12 16.637933 38.639221
7 11 27.815973 65.607670
7 9 0.233520 23.080311
8 12 11.643658 99.432039
8 10 30.016737 91.503542
10 12 4.913764 6.226472
