12 13 18058 432 20
63 85 0.383349
89 66 14.768492
57 26 30.587733
63 41 6.845914
42 11 14.269340
72 60 26.129229
19 21 5.966946
67 52 32.337243
21 55 42.324482
12 47 37.805768
8 53 18.341686
52 75 1.398380
0 11 9.699002 15.380162
0 10 22.691179 65.716950
0 8 15.767133 70.575146
1 11 11.658041 55.839831
1 8 19.107732 117.798791
1 5 36.276885 21.557346
1 4 17.297561 98.296311
1 3 29.840532 37.898045
2 4 38.473627 32.267490
3 7 26.438552 16.166317
6 10 49.646817 36.031975
7 9 17.511459 91.990700
9 10 39.251412 10.928577
